sequenceID	locus_name	locus_numeric_id	record_id	organism	Species	Group	Class	Superorder	Order	host_family	host_genus	target_datatype	target_version	target_name	scaffold	orientation	extract_start	extract_end	locus_structure	sequence_length
Lutra_lutra_66479692	ecv-circo.51-carnivora	51	1659	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	mLutLut1.1	GCA_902655055.1_mLutLut1.1_genomic.fna	LR738407.1	+	66479692	66480308	Rep-consensus[Carnivore-endogenous-circovirus(+)]	617
Lutra_lutra_8330055	ecv-circo.51-carnivora	51	1674	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	riverotter_1.0	GCA_010015895.1_GSC_riverotter_1.0_genomic.fna	ML974430.1	+	8330055	8330768	Rep-consensus[Carnivore-endogenous-circovirus(+)]	714
Lutra_lutra_80758232	ecv-circo.51-carnivora	51	1680	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	mLutLut1.1	GCA_902655055.1_mLutLut1.1_genomic.fna	LR738411.1	-	80758232	80758959	Rep-consensus[Carnivore-endogenous-circovirus(-)]	728
Lutra_lutra_16313824	ecv-circo.51-carnivora	51	1688	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	riverotter_1.0	GCA_010015895.1_GSC_riverotter_1.0_genomic.fna	ML974378.1	+	16313824	16314627	Rep-consensus[Carnivore-endogenous-circovirus(+)]	804
Lutra_lutra_32118	ecv-circo.51-carnivora	51	1697	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	riverotter_1.0	GCA_010015895.1_GSC_riverotter_1.0_genomic.fna	ML974397.1	+	32118	32811	Rep-consensus[Carnivore-endogenous-circovirus(+)]	694
Lutra_lutra_27562040	ecv-circo.51-carnivora	51	1713	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	riverotter_1.0	GCA_010015895.1_GSC_riverotter_1.0_genomic.fna	ML974378.1	-	27562040	27562705	Rep-consensus[Carnivore-endogenous-circovirus(-)]	666
Lutra_lutra_61211091	ecv-circo.51-carnivora	51	1738	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	mLutLut1.1	GCA_902655055.1_mLutLut1.1_genomic.fna	LR738418.1	+	61211091	61211873	Rep-consensus[Carnivore-endogenous-circovirus(+)]	783
Lutra_lutra_10487384	ecv-circo.51-carnivora	51	1742	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	riverotter_1.0	GCA_010015895.1_GSC_riverotter_1.0_genomic.fna	ML974445.1	+	10487384	10488167	Rep-consensus[Carnivore-endogenous-circovirus(+)]	784
Lutra_lutra_82572856	ecv-circo.51-carnivora	51	1751	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	mLutLut1.1	GCA_902655055.1_mLutLut1.1_genomic.fna	LR738405.1	-	82572856	82573575	Rep-consensus[Carnivore-endogenous-circovirus(-)]	720
Lutra_lutra_62363784	ecv-circo.51-carnivora	51	1757	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	mLutLut1.1	GCA_902655055.1_mLutLut1.1_genomic.fna	LR738408.1	-	62363784	62364605	Rep-consensus[Carnivore-endogenous-circovirus(-)]	822
Lutra_lutra_1955082	ecv-circo.51-carnivora	51	1760	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	riverotter_1.0	GCA_010015895.1_GSC_riverotter_1.0_genomic.fna	ML974396.1	+	1955082	1955375	replication-associated-protein[Dragonfly-larvae-associated-circular-virus-9(+)]	294
Lutra_lutra_201300629	ecv-circo.51-carnivora	51	1793	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	mLutLut1.1	GCA_902655055.1_mLutLut1.1_genomic.fna	LR738405.1	+	201300629	201300913	Rep-consensus[Carnivore-endogenous-circovirus(+)]	285
Lutra_lutra_2160024	ecv-circo.51-carnivora	51	1809	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	riverotter_1.0	GCA_010015895.1_GSC_riverotter_1.0_genomic.fna	ML974471.1	-	2160024	2160774	Rep-consensus[Carnivore-endogenous-circovirus(-)]	751
Lutra_lutra_1902533	ecv-circo.51-carnivora	51	1830	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	riverotter_1.0	GCA_010015895.1_GSC_riverotter_1.0_genomic.fna	ML974396.1	+	1902533	1903254	Rep-consensus[Carnivore-endogenous-circovirus(+)]	722
Lutra_lutra_5154416	ecv-circo.51-carnivora	51	1865	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	mLutLut1.1	GCA_902655055.1_mLutLut1.1_genomic.fna	LR738417.1	-	5154416	5155687	Rep-consensus[Carnivore-endogenous-circovirus(-)]	1272
Lutra_lutra_121465948	ecv-circo.51-carnivora	51	1867	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	mLutLut1.1	GCA_902655055.1_mLutLut1.1_genomic.fna	LR738406.1	+	121465948	121466536	Rep-consensus[Carnivore-endogenous-circovirus(+)]	589
Lutra_lutra_649118	ecv-circo.51-carnivora	51	1869	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	riverotter_1.0	GCA_010015895.1_GSC_riverotter_1.0_genomic.fna	ML974536.1	-	649118	649918	Rep-consensus[Carnivore-endogenous-circovirus(-)]	801
Lutra_lutra_8407476	ecv-circo.51-carnivora	51	1873	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	riverotter_1.0	GCA_010015895.1_GSC_riverotter_1.0_genomic.fna	ML974422.1	-	8407476	8408226	Rep-consensus[Carnivore-endogenous-circovirus(-)]	751
Lutra_lutra_496621	ecv-circo.51-carnivora	51	1885	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	mLutLut1.1	GCA_902655055.1_mLutLut1.1_genomic.fna	LR738416.1	+	496621	497380	Rep-consensus[Carnivore-endogenous-circovirus(+)]	760
Lutra_lutra_400256	ecv-circo.51-carnivora	51	1902	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	mLutLut1.1	GCA_902655055.1_mLutLut1.1_genomic.fna	LR738408.1	+	400256	401033	Rep-consensus[Carnivore-endogenous-circovirus(+)]	778
Lutra_lutra_80495370	ecv-circo.51-carnivora	51	1903	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	mLutLut1.1	GCA_902655055.1_mLutLut1.1_genomic.fna	LR738410.1	+	80495370	80496053	Rep-consensus[Carnivore-endogenous-circovirus(+)]	684
Lutra_lutra_23485147	ecv-circo.51-carnivora	51	1941	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	riverotter_1.0	GCA_010015895.1_GSC_riverotter_1.0_genomic.fna	ML974379.1	+	23485147	23485896	Rep-consensus[Carnivore-endogenous-circovirus(+)]	750
Lutra_lutra_35433613	ecv-circo.51-carnivora	51	1947	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	mLutLut1.1	GCA_902655055.1_mLutLut1.1_genomic.fna	LR738408.1	-	35433613	35433906	Rep[Raven-circovirus(-)]	294
Lutra_lutra_60281554	ecv-circo.51-carnivora	51	1957	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	mLutLut1.1	GCA_902655055.1_mLutLut1.1_genomic.fna	LR738419.1	+	60281554	60282267	Rep-consensus[Carnivore-endogenous-circovirus(+)]	714
Lutra_lutra_130984	ecv-circo.51-carnivora	51	1968	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	riverotter_1.0	GCA_010015895.1_GSC_riverotter_1.0_genomic.fna	ML974479.1	-	130984	131768	Rep-consensus[Carnivore-endogenous-circovirus(-)]	785
Lutra_lutra_10619196	ecv-circo.51-carnivora	51	1970	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	mLutLut1.1	GCA_902655055.1_mLutLut1.1_genomic.fna	LR738410.1	-	10619196	10619941	Rep-consensus[Carnivore-endogenous-circovirus(-)]	746
Lutra_lutra_104164960	ecv-circo.51-carnivora	51	1979	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	mLutLut1.1	GCA_902655055.1_mLutLut1.1_genomic.fna	LR738406.1	-	104164960	104165661	Rep-consensus[Carnivore-endogenous-circovirus(-)]	702
Lutra_lutra_8474	ecv-circo.51-carnivora	51	1987	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	riverotter_1.0	GCA_010015895.1_GSC_riverotter_1.0_genomic.fna	WMAJ01007275.1	+	8474	9265	Rep-consensus[Carnivore-endogenous-circovirus(+)]	792
Lutra_lutra_3448647	ecv-circo.51-carnivora	51	1989	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	riverotter_1.0	GCA_010015895.1_GSC_riverotter_1.0_genomic.fna	ML974402.1	-	3448647	3449401	Rep-consensus[Carnivore-endogenous-circovirus(-)]	755
Lutra_lutra_14302973	ecv-circo.51-carnivora	51	1993	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	riverotter_1.0	GCA_010015895.1_GSC_riverotter_1.0_genomic.fna	ML974397.1	-	14302973	14303691	Rep-consensus[Carnivore-endogenous-circovirus(-)]	719
Lutra_lutra_43780202	ecv-circo.51-carnivora	51	2006	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	mLutLut1.1	GCA_902655055.1_mLutLut1.1_genomic.fna	LR738410.1	+	43780202	43781017	Rep-consensus[Carnivore-endogenous-circovirus(+)]	816
Lutra_lutra_8179340	ecv-circo.51-carnivora	51	2008	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	riverotter_1.0	GCA_010015895.1_GSC_riverotter_1.0_genomic.fna	ML974422.1	-	8179340	8179540	Rep[Beak-and-feather-disease-virus(-)]	201
Lutra_lutra_14363789	ecv-circo.51-carnivora	51	2018	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	riverotter_1.0	GCA_010015895.1_GSC_riverotter_1.0_genomic.fna	ML974386.1	-	14363789	14364394	Rep-consensus[Carnivore-endogenous-circovirus(-)]	606
Lutra_lutra_59994677	ecv-circo.51-carnivora	51	2019	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	mLutLut1.1	GCA_902655055.1_mLutLut1.1_genomic.fna	LR738404.1	+	59994677	59995432	Rep-consensus[Carnivore-endogenous-circovirus(+)]	756
Lutra_lutra_92232120	ecv-circo.51-carnivora	51	2026	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	mLutLut1.1	GCA_902655055.1_mLutLut1.1_genomic.fna	LR738410.1	-	92232120	92232755	Rep-consensus[Carnivore-endogenous-circovirus(-)]	636
Lutra_lutra_13696356	ecv-circo.51-carnivora	51	2053	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	riverotter_1.0	GCA_010015895.1_GSC_riverotter_1.0_genomic.fna	ML974423.1	+	13696356	13697187	Rep-consensus[Carnivore-endogenous-circovirus(+)]	832
Lutra_lutra_14129	ecv-circo.51-carnivora	51	2055	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	riverotter_1.0	GCA_010015895.1_GSC_riverotter_1.0_genomic.fna	ML974480.1	-	14129	14863	Rep-consensus[Carnivore-endogenous-circovirus(-)]	735
Lutra_lutra_44106	ecv-circo.51-carnivora	51	2059	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	mLutLut1.1	GCA_902655055.1_mLutLut1.1_genomic.fna	LR738412.1	-	44106	44396	Rep[Raven-circovirus(-)]	291
Lutra_lutra_27813738	ecv-circo.51-carnivora	51	2072	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	mLutLut1.1	GCA_902655055.1_mLutLut1.1_genomic.fna	LR738410.1	-	27813738	27814472	Rep-consensus[Carnivore-endogenous-circovirus(-)]	735
Lutra_lutra_8034100	ecv-circo.51-carnivora	51	2078	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	riverotter_1.0	GCA_010015895.1_GSC_riverotter_1.0_genomic.fna	ML974454.1	-	8034100	8034832	Rep-consensus[Carnivore-endogenous-circovirus(-)]	733
Lutra_lutra_137272599	ecv-circo.51-carnivora	51	2088	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	mLutLut1.1	GCA_902655055.1_mLutLut1.1_genomic.fna	LR738408.1	+	137272599	137273326	Rep-consensus[Carnivore-endogenous-circovirus(+)]	728
Lutra_lutra_6542737	ecv-circo.51-carnivora	51	2113	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	riverotter_1.0	GCA_010015895.1_GSC_riverotter_1.0_genomic.fna	ML974385.1	-	6542737	6543588	Rep-consensus[Carnivore-endogenous-circovirus(-)]	852
Lutra_lutra_49779512	ecv-circo.51-carnivora	51	2125	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	mLutLut1.1	GCA_902655055.1_mLutLut1.1_genomic.fna	LR738409.1	-	49779512	49780267	Rep-consensus[Carnivore-endogenous-circovirus(-)]	756
Lutra_lutra_8493	ecv-circo.51-carnivora	51	2141	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	riverotter_1.0	GCA_010015895.1_GSC_riverotter_1.0_genomic.fna	WMAJ01007274.1	+	8493	9263	Rep-consensus[Carnivore-endogenous-circovirus(+)]	771
Lutra_lutra_18557486	ecv-circo.51-carnivora	51	2142	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	riverotter_1.0	GCA_010015895.1_GSC_riverotter_1.0_genomic.fna	ML974393.1	+	18557486	18558715	Rep-consensus[Carnivore-endogenous-circovirus(+)]	1230
Lutra_lutra_9019109	ecv-circo.51-carnivora	51	2146	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	mLutLut1.1	GCA_902655055.1_mLutLut1.1_genomic.fna	LR738416.1	+	9019109	9019824	Rep-consensus[Carnivore-endogenous-circovirus(+)]	716
Lutra_lutra_1975845	ecv-circo.51-carnivora	51	2151	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	riverotter_1.0	GCA_010015895.1_GSC_riverotter_1.0_genomic.fna	ML974396.1	-	1975845	1976138	Rep[Raven-circovirus(-)]	294
Lutra_lutra_325106	ecv-circo.51-carnivora	51	2158	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	riverotter_1.0	GCA_010015895.1_GSC_riverotter_1.0_genomic.fna	ML974602.1	-	325106	325841	Rep-consensus[Carnivore-endogenous-circovirus(-)]	736
Lutra_lutra_96011994	ecv-circo.51-carnivora	51	2165	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	mLutLut1.1	GCA_902655055.1_mLutLut1.1_genomic.fna	LR738405.1	-	96011994	96012764	Rep-consensus[Carnivore-endogenous-circovirus(-)]	771
Lutra_lutra_27714423	ecv-circo.51-carnivora	51	2197	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	mLutLut1.1	GCA_902655055.1_mLutLut1.1_genomic.fna	LR738410.1	+	27714423	27715001	Rep-consensus[Carnivore-endogenous-circovirus(+)]	579
Lutra_lutra_121519753	ecv-circo.51-carnivora	51	2208	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	mLutLut1.1	GCA_902655055.1_mLutLut1.1_genomic.fna	LR738406.1	+	121519753	121520749	Rep-consensus[Carnivore-endogenous-circovirus(+)]	997
Lutra_lutra_2745728	ecv-circo.51-carnivora	51	2251	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	riverotter_1.0	GCA_010015895.1_GSC_riverotter_1.0_genomic.fna	ML974475.1	+	2745728	2746474	Rep-consensus[Carnivore-endogenous-circovirus(+)]	747
Lutra_lutra_27783227	ecv-circo.51-carnivora	51	2252	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	mLutLut1.1	GCA_902655055.1_mLutLut1.1_genomic.fna	LR738410.1	+	27783227	27783916	Rep-consensus[Carnivore-endogenous-circovirus(+)]	690
Lutra_lutra_1368360	ecv-circo.51-carnivora	51	2258	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	riverotter_1.0	GCA_010015895.1_GSC_riverotter_1.0_genomic.fna	ML974469.1	+	1368360	1369066	Rep-consensus[Carnivore-endogenous-circovirus(+)]	707
Lutra_lutra_2032058	ecv-circo.51-carnivora	51	2265	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	riverotter_1.0	GCA_010015895.1_GSC_riverotter_1.0_genomic.fna	ML974396.1	-	2032058	2032793	Rep-consensus[Carnivore-endogenous-circovirus(-)]	736
Lutra_lutra_28643126	ecv-circo.51-carnivora	51	2266	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	mLutLut1.1	GCA_902655055.1_mLutLut1.1_genomic.fna	LR738404.1	-	28643126	28643888	Rep-consensus[Carnivore-endogenous-circovirus(-)]	763
Lutra_lutra_1534258	ecv-circo.51-carnivora	51	2267	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	riverotter_1.0	GCA_010015895.1_GSC_riverotter_1.0_genomic.fna	ML974481.1	-	1534258	1535013	Rep-consensus[Carnivore-endogenous-circovirus(-)]	756
Lutra_lutra_371882	ecv-circo.51-carnivora	51	2270	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	riverotter_1.0	GCA_010015895.1_GSC_riverotter_1.0_genomic.fna	ML974445.1	+	371882	372677	Rep-consensus[Carnivore-endogenous-circovirus(+)]	796
Lutra_lutra_56064467	ecv-circo.51-carnivora	51	2298	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	mLutLut1.1	GCA_902655055.1_mLutLut1.1_genomic.fna	LR738416.1	+	56064467	56065372	Rep-consensus[Carnivore-endogenous-circovirus(+)]	906
Lutra_lutra_1241891	ecv-circo.51-carnivora	51	2318	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	riverotter_1.0	GCA_010015895.1_GSC_riverotter_1.0_genomic.fna	ML974563.1	-	1241891	1242700	Rep-consensus[Carnivore-endogenous-circovirus(-)]	810
Lutra_lutra_71159386	ecv-circo.51-carnivora	51	2325	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	mLutLut1.1	GCA_902655055.1_mLutLut1.1_genomic.fna	LR738410.1	+	71159386	71159991	Rep-consensus[Carnivore-endogenous-circovirus(+)]	606
Lutra_lutra_28806009	ecv-circo.51-carnivora	51	2326	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	mLutLut1.1	GCA_902655055.1_mLutLut1.1_genomic.fna	LR738417.1	-	28806009	28806715	Rep-consensus[Carnivore-endogenous-circovirus(-)]	707
Lutra_lutra_18025	ecv-circo.51-carnivora	51	2332	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	riverotter_1.0	GCA_010015895.1_GSC_riverotter_1.0_genomic.fna	ML974442.1	-	18025	18591	Rep-consensus[Carnivore-endogenous-circovirus(-)]	567
Lutra_lutra_36406595	ecv-circo.51-carnivora	51	2335	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	riverotter_1.0	GCA_010015895.1_GSC_riverotter_1.0_genomic.fna	ML974378.1	-	36406595	36407258	Rep-consensus[Carnivore-endogenous-circovirus(-)]	664
Lutra_lutra_35363567	ecv-circo.51-carnivora	51	2353	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	mLutLut1.1	GCA_902655055.1_mLutLut1.1_genomic.fna	LR738408.1	+	35363567	35364284	Rep-consensus[Carnivore-endogenous-circovirus(+)]	718
Lutra_lutra_13006881	ecv-circo.51-carnivora	51	2362	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	riverotter_1.0	GCA_010015895.1_GSC_riverotter_1.0_genomic.fna	ML974379.1	-	13006881	13007790	Rep-consensus[Carnivore-endogenous-circovirus(-)]	910
Lutra_lutra_48951488	ecv-circo.51-carnivora	51	2367	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	mLutLut1.1	GCA_902655055.1_mLutLut1.1_genomic.fna	LR738404.1	+	48951488	48952247	Rep-consensus[Carnivore-endogenous-circovirus(+)]	760
Lutra_lutra_114600183	ecv-circo.51-carnivora	51	2379	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	mLutLut1.1	GCA_902655055.1_mLutLut1.1_genomic.fna	LR738411.1	+	114600183	114601033	Rep-consensus[Carnivore-endogenous-circovirus(+)]	851
Lutra_lutra_128808916	ecv-circo.51-carnivora	51	2384	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	mLutLut1.1	GCA_902655055.1_mLutLut1.1_genomic.fna	LR738405.1	-	128808916	128809542	Rep-consensus[Carnivore-endogenous-circovirus(-)]	627
Lutra_lutra_144500516	ecv-circo.51-carnivora	51	2385	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	mLutLut1.1	GCA_902655055.1_mLutLut1.1_genomic.fna	LR738407.1	+	144500516	144501319	Rep-consensus[Carnivore-endogenous-circovirus(+)]	804
Lutra_lutra_80703504	ecv-circo.51-carnivora	51	2399	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	mLutLut1.1	GCA_902655055.1_mLutLut1.1_genomic.fna	LR738411.1	-	80703504	80704166	Rep-consensus[Carnivore-endogenous-circovirus(-)]	663
Lutra_lutra_8370462	ecv-circo.51-carnivora	51	2406	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	riverotter_1.0	GCA_010015895.1_GSC_riverotter_1.0_genomic.fna	ML974422.1	-	8370462	8371289	Rep-consensus[Carnivore-endogenous-circovirus(-)]	828
Lutra_lutra_108716899	ecv-circo.51-carnivora	51	2409	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	mLutLut1.1	GCA_902655055.1_mLutLut1.1_genomic.fna	LR738413.1	+	108716899	108717651	Rep-consensus[Carnivore-endogenous-circovirus(+)]	753
Lutra_lutra_23597603	ecv-circo.51-carnivora	51	2438	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	riverotter_1.0	GCA_010015895.1_GSC_riverotter_1.0_genomic.fna	ML974379.1	-	23597603	23598319	Rep-consensus[Carnivore-endogenous-circovirus(-)]	717
Lutra_lutra_5505588	ecv-circo.51-carnivora	51	2443	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	riverotter_1.0	GCA_010015895.1_GSC_riverotter_1.0_genomic.fna	ML974392.1	-	5505588	5506436	Rep-consensus[Carnivore-endogenous-circovirus(-)]	849
Lutra_lutra_99959155	ecv-circo.51-carnivora	51	2451	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	mLutLut1.1	GCA_902655055.1_mLutLut1.1_genomic.fna	LR738408.1	+	99959155	99959890	Rep-consensus[Carnivore-endogenous-circovirus(+)]	736
Lutra_lutra_10906692	ecv-circo.51-carnivora	51	2456	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	riverotter_1.0	GCA_010015895.1_GSC_riverotter_1.0_genomic.fna	ML974380.1	-	10906692	10907381	Rep-consensus[Carnivore-endogenous-circovirus(-)]	690
Lutra_lutra_35233081	ecv-circo.51-carnivora	51	2459	Lutra_lutra	Lutra lutra	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	low_coverage	mLutLut1.1	GCA_902655055.1_mLutLut1.1_genomic.fna	LR738409.1	+	35233081	35233965	Rep-consensus[Carnivore-endogenous-circovirus(+)]	885
