sequenceID	locus_name	locus_numeric_id	stem.duplicate_id	host_species	host_class	host_superorder	host_order	host_family	host_genus	organism	target_datatype	target_version	target_name	scaffold	orientation	extract_start	extract_end	subject_start	subject_end	query_start	query_end	align_len	bitscore	identity	evalue_num	evalue_exp	gap_openings	mismatches	sequence_length
circo.51.172-Gulo_gulo	circo.51-Carnivore-con_translated	51	circo.51.172	Gulo_gulo	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Gulo	Gulo_gulo	low_coverage	Gulo_2.2	GCA_900006375.1_Gulo_2.2_genomic.fna	CYRY01016040.1	-	34	764	139	242	402	713	105	137	74.286	8.34	73	2	0	731
circo.51.173-Gulo_gulo	circo.51-Carnivore-con_translated	51	circo.51.173	Gulo_gulo	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Gulo	Gulo_gulo	low_coverage	Gulo_2.2	GCA_900006375.1_Gulo_2.2_genomic.fna	CYRY01018123.1	-	1781	2398	62	256	1	618	210	187	60.952	7.8	59	8	0	618
circo.51.174-Gulo_gulo	circo.51-Carnivore-con_translated	51	circo.51.174	Gulo_gulo	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Gulo	Gulo_gulo	low_coverage	Gulo_2.2	GCA_900006375.1_Gulo_2.2_genomic.fna	CYRY01002745.1	+	38487	39193	52	248	138	707	204	194	64.706	1.83	64	10	0	707
circo.51.175-Gulo_gulo	circo.51-Carnivore-con_translated	51	circo.51.175	Gulo_gulo	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Gulo	Gulo_gulo	low_coverage	Gulo_2.2	GCA_900006375.1_Gulo_2.2_genomic.fna	CYRY01011295.1	-	15828	16530	2	114	1	297	116	93.6	55.172	1.74	22	4	0	703
circo.51.176-Gulo_gulo	circo.51-Carnivore-con_translated	51	circo.51.176	Gulo_gulo	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Gulo	Gulo_gulo	low_coverage	Gulo_2.2	GCA_900006375.1_Gulo_2.2_genomic.fna	CYRY01010699.1	+	32662	33286	169	271	332	625	103	153	76.699	1.08	66	1	0	625
circo.51.177-Gulo_gulo	circo.51-Carnivore-con_translated	51	circo.51.177	Gulo_gulo	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Gulo	Gulo_gulo	low_coverage	Gulo_2.2	GCA_900006375.1_Gulo_2.2_genomic.fna	CYRY01000127.1	-	117148	117772	133	260	224	607	135	169	71.111	1.66	70	3	0	625
circo.51.178-Gulo_gulo	circo.51-Carnivore-con_translated	51	circo.51.178	Gulo_gulo	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Gulo	Gulo_gulo	low_coverage	Gulo_2.2	GCA_900006375.1_Gulo_2.2_genomic.fna	CYRY01003998.1	-	69403	70131	52	211	128	595	167	147	61.078	4.08	64	6	0	729
circo.51.179-Gulo_gulo	circo.51-Carnivore-con_translated	51	circo.51.179	Gulo_gulo	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Gulo	Gulo_gulo	low_coverage	Gulo_2.2	GCA_900006375.1_Gulo_2.2_genomic.fna	CYRY01022818.1	-	5972	6543	140	249	246	572	110	154	76.364	2.3	46	1	0	572
circo.51.180-Gulo_gulo	circo.51-Carnivore-con_translated	51	circo.51.180	Gulo_gulo	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Gulo	Gulo_gulo	low_coverage	Gulo_2.2	GCA_900006375.1_Gulo_2.2_genomic.fna	CYRY01006537.1	-	91702	92511	2	260	1	798	278	276	63.309	1.1	92	10	0	810
circo.51.181-Gulo_gulo	circo.51-Carnivore-con_translated	51	circo.51.181	Gulo_gulo	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Gulo	Gulo_gulo	low_coverage	Gulo_2.2	GCA_900006375.1_Gulo_2.2_genomic.fna	CYRY01019145.1	-	6176	6469	2	100	1	294	101	89.7	53.465	7.83	23	3	0	294
circo.51.182-Gulo_gulo	circo.51-Carnivore-con_translated	51	circo.51.182	Gulo_gulo	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Gulo	Gulo_gulo	low_coverage	Gulo_2.2	GCA_900006375.1_Gulo_2.2_genomic.fna	CYRY01045351.1	-	32	442	108	187	176	409	88	58.9	55.682	4.79	11	6	0	411
circo.51.183-Gulo_gulo	circo.51-Carnivore-con_translated	51	circo.51.183	Gulo_gulo	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Gulo	Gulo_gulo	low_coverage	Gulo_2.2	GCA_900006375.1_Gulo_2.2_genomic.fna	CYRY01009137.1	+	75769	76525	52	256	149	757	235	142	48.511	1.29	47	9	0	757
circo.51.184-Gulo_gulo	circo.51-Carnivore-con_translated	51	circo.51.184	Gulo_gulo	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Gulo	Gulo_gulo	low_coverage	Gulo_2.2	GCA_900006375.1_Gulo_2.2_genomic.fna	CYRY01005676.1	+	131480	132064	54	199	158	583	167	99.4	47.904	4.74	25	6	0	585
circo.51.185-Ailuropoda_melanoleuca	circo.51-Carnivore-con_translated	51	circo.51.185	Ailuropoda_melanoleuca	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ailuropoda	Ailuropoda_melanoleuca	low_coverage	goldenpath_ailMel1	ailMel1.fa	GL192368.1	-	8	445	139	209	225	437	72	82.4	63.889	8.62	31	2	0	438
circo.51.186-Ailuropoda_melanoleuca	circo.51-Carnivore-con_translated	51	circo.51.186	Ailuropoda_melanoleuca	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ailuropoda	Ailuropoda_melanoleuca	low_coverage	goldenpath_ailMel1	ailMel1.fa	GL197372.1	+	16	768	52	290	25	729	246	259	66.26	1.67	86	8	0	753
circo.51.187-Ailuropoda_melanoleuca	circo.51-Carnivore-con_translated	51	circo.51.187	Ailuropoda_melanoleuca	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ailuropoda	Ailuropoda_melanoleuca	low_coverage	goldenpath_ailMel1	ailMel1.fa	GL193915.1	-	429570	429948	52	133	143	379	82	111	79.268	1.07	42	3	0	379
circo.51.188-Ailuropoda_melanoleuca	circo.51-Carnivore-con_translated	51	circo.51.188	Ailuropoda_melanoleuca	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ailuropoda	Ailuropoda_melanoleuca	low_coverage	goldenpath_ailMel1	ailMel1.fa	GL193092.1	-	113604	114414	76	209	204	590	140	119	58.571	5.16	44	7	0	811
circo.51.189-Canis_familiaris	circo.51-Carnivore-con_translated	51	circo.51.189	Canis_familiaris	Mammalia	Laurasiatheria	Carnivora	Canidae	Canis	Canis_familiaris	low_coverage	goldenpath_canFam3	canFam3.fa	chr22	+	61388311	61389322	3	105	1	306	104	109	60.577	2.66	27	3	0	1012
circo.51.190-Felis_catus	circo.51-Carnivore-con_translated	51	circo.51.190	Felis_catus	Mammalia	Laurasiatheria	Carnivora	Felidae	Felis	Felis_catus	complete	goldenpath_felCat5	felCat5.fa	chrD1	+	105946	106683	2	105	1	291	104	92.4	52.885	1.13	36	3	0	738
circo.51.191-Ursus_maritimus	circo.51-Carnivore-con_translated	51	circo.51.191	Ursus_maritimus	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ursus	Ursus_maritimus	low_coverage	GAJD01_1.0_june_2013	29073_ref_UrsMar_1.0_chrUn.fa	gi|666359748|ref|NW_007907092.1|	-	12710	13528	2	129	1	375	128	126	61.719	3.43	71	3	0	819
circo.51.192-Ursus_maritimus	circo.51-Carnivore-con_translated	51	circo.51.192	Ursus_maritimus	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ursus	Ursus_maritimus	low_coverage	GAJD01_1.0_june_2013	29073_ref_UrsMar_1.0_chrUn.fa	gi|666359784|ref|NW_007907056.1|	-	16994319	16994522	169	236	1	204	68	74.3	54.412	1.14	17	0	0	204
circo.51.193-Enhydra_lutris	circo.51-Carnivore-con_translated	51	circo.51.193	Enhydra_lutris	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Enhydra	Enhydra_lutris	low_coverage	ASM228890v2	GCF_002288905.1_ASM228890v2_genomic.fna	NW_019154095.1	-	28097930	28098684	2	129	1	375	128	144	69.531	5.22	60	3	0	755
circo.51.194-Enhydra_lutris	circo.51-Carnivore-con_translated	51	circo.51.194	Enhydra_lutris	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Enhydra	Enhydra_lutris	low_coverage	ASM228890v2	GCF_002288905.1_ASM228890v2_genomic.fna	NW_019154118.1	+	30220960	30221703	23	236	63	704	219	220	62.557	5.53	71	7	0	744
circo.51.195-Enhydra_lutris	circo.51-Carnivore-con_translated	51	circo.51.195	Enhydra_lutris	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Enhydra	Enhydra_lutris	low_coverage	ASM228890v2	GCF_002288905.1_ASM228890v2_genomic.fna	NW_019154145.1	-	51087	51871	140	271	405	785	133	184	75.188	1.28	56	3	0	785
circo.51.196-Enhydra_lutris	circo.51-Carnivore-con_translated	51	circo.51.196	Enhydra_lutris	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Enhydra	Enhydra_lutris	low_coverage	ASM228890v2	GCF_002288905.1_ASM228890v2_genomic.fna	NW_019154126.1	-	12838607	12839342	36	230	102	659	203	165	58.621	1.35	49	8	0	736
circo.51.197-Enhydra_lutris	circo.51-Carnivore-con_translated	51	circo.51.197	Enhydra_lutris	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Enhydra	Enhydra_lutris	low_coverage	ASM228890v2	GCF_002288905.1_ASM228890v2_genomic.fna	NW_019154128.1	+	9888985	9889737	2	257	1	750	273	216	57.143	1.67	69	9	0	753
circo.51.198-Enhydra_lutris	circo.51-Carnivore-con_translated	51	circo.51.198	Enhydra_lutris	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Enhydra	Enhydra_lutris	low_coverage	ASM228890v2	GCF_002288905.1_ASM228890v2_genomic.fna	NW_019154148.1	+	1825648	1826381	139	249	402	734	112	141	71.429	2.26	57	2	0	734
circo.51.199-Enhydra_lutris	circo.51-Carnivore-con_translated	51	circo.51.199	Enhydra_lutris	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Enhydra	Enhydra_lutris	low_coverage	ASM228890v2	GCF_002288905.1_ASM228890v2_genomic.fna	NW_019154153.1	+	8802081	8802842	2	129	1	384	145	122	55.862	2.65	52	4	0	762
circo.51.200-Enhydra_lutris	circo.51-Carnivore-con_translated	51	circo.51.200	Enhydra_lutris	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Enhydra	Enhydra_lutris	low_coverage	ASM228890v2	GCF_002288905.1_ASM228890v2_genomic.fna	NW_019154153.1	+	8839509	8840271	2	157	1	441	157	168	65.605	7.98	84	5	0	763
circo.51.201-Enhydra_lutris	circo.51-Carnivore-con_translated	51	circo.51.201	Enhydra_lutris	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Enhydra	Enhydra_lutris	low_coverage	ASM228890v2	GCF_002288905.1_ASM228890v2_genomic.fna	NW_019154099.1	+	63572445	63573011	64	153	1	258	90	105	71.111	1.45	42	4	0	567
circo.51.202-Enhydra_lutris	circo.51-Carnivore-con_translated	51	circo.51.202	Enhydra_lutris	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Enhydra	Enhydra_lutris	low_coverage	ASM228890v2	GCF_002288905.1_ASM228890v2_genomic.fna	NW_019154252.1	+	24582	25325	7	258	1	744	260	172	48.077	2.98	52	6	0	744
circo.51.203-Enhydra_lutris	circo.51-Carnivore-con_translated	51	circo.51.203	Enhydra_lutris	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Enhydra	Enhydra_lutris	low_coverage	ASM228890v2	GCF_002288905.1_ASM228890v2_genomic.fna	NW_019154112.1	+	6788843	6789560	168	289	374	718	122	175	77.869	3.71	68	3	0	718
circo.51.204-Enhydra_lutris	circo.51-Carnivore-con_translated	51	circo.51.204	Enhydra_lutris	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Enhydra	Enhydra_lutris	low_coverage	ASM228890v2	GCF_002288905.1_ASM228890v2_genomic.fna	NW_019154087.1	-	70555742	70556503	2	258	1	762	269	194	50.929	8.79	61	9	0	762
circo.51.205-Enhydra_lutris	circo.51-Carnivore-con_translated	51	circo.51.205	Enhydra_lutris	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Enhydra	Enhydra_lutris	low_coverage	ASM228890v2	GCF_002288905.1_ASM228890v2_genomic.fna	NW_019154087.1	-	45102603	45103436	2	289	1	834	297	294	63.636	1.02	99	8	0	834
circo.51.206-Enhydra_lutris	circo.51-Carnivore-con_translated	51	circo.51.206	Enhydra_lutris	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Enhydra	Enhydra_lutris	low_coverage	ASM228890v2	GCF_002288905.1_ASM228890v2_genomic.fna	NW_019154135.1	+	13998558	13999355	13	289	1	798	284	223	54.225	6.6	72	9	0	798
circo.51.207-Enhydra_lutris	circo.51-Carnivore-con_translated	51	circo.51.207	Enhydra_lutris	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Enhydra	Enhydra_lutris	low_coverage	ASM228890v2	GCF_002288905.1_ASM228890v2_genomic.fna	NW_019154096.1	+	48029527	48030426	23	140	1	342	118	107	64.407	1	39	3	0	900
circo.51.208-Enhydra_lutris	circo.51-Carnivore-con_translated	51	circo.51.208	Enhydra_lutris	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Enhydra	Enhydra_lutris	low_coverage	ASM228890v2	GCF_002288905.1_ASM228890v2_genomic.fna	NW_019154085.1	-	95126714	95127556	139	289	403	843	154	201	75.325	1.76	88	5	0	843
circo.51.209-Crocuta_crocuta	circo.51-Carnivore-con_translated	51	circo.51.209	Crocuta_crocuta	Mammalia	Laurasiatheria	Carnivora	Hyaenidae	Crocuta	Crocuta_crocuta	low_coverage	CrCroc_1.0	GCA_008692635.1_BGI_CrCroc_1.0_genomic.fna	VOAJ01002653.1	-	182866	183114	122	198	16	249	79	79	59.494	4.46	19	2	0	249
circo.51.210-Crocuta_crocuta	circo.51-Carnivore-con_translated	51	circo.51.210	Crocuta_crocuta	Mammalia	Laurasiatheria	Carnivora	Hyaenidae	Crocuta	Crocuta_crocuta	low_coverage	CrCroc_1.0	GCA_008692635.1_BGI_CrCroc_1.0_genomic.fna	VOAJ01000543.1	+	6090962	6091294	52	153	42	332	117	55.1	43.59	4.19	10	5	0	333
circo.51.211-Arctocephalus_gazella	circo.51-Carnivore-con_translated	51	circo.51.211	Arctocephalus_gazella	Mammalia	Laurasiatheria	Carnivora	Otariidae	Arctocephalus	Arctocephalus_gazella	low_coverage	ArcGazv1.4	GCA_900500725.1_ArcGazv1.4_genomic.fna	UIRR01000098.1	+	6441858	6442384	133	235	225	527	105	112	62.857	9.47	49	3	0	527
circo.51.212-Arctocephalus_gazella	circo.51-Carnivore-con_translated	51	circo.51.212	Arctocephalus_gazella	Mammalia	Laurasiatheria	Carnivora	Otariidae	Arctocephalus	Arctocephalus_gazella	low_coverage	ArcGazv1.4	GCA_900500725.1_ArcGazv1.4_genomic.fna	UIRR01000005.1	-	6145515	6150294	2	129	1	375	128	183	78.906	8.13	81	3	0	4780
circo.51.213-Arctocephalus_gazella	circo.51-Carnivore-con_translated	51	circo.51.213	Arctocephalus_gazella	Mammalia	Laurasiatheria	Carnivora	Otariidae	Arctocephalus	Arctocephalus_gazella	low_coverage	ArcGazv1.4	GCA_900500725.1_ArcGazv1.4_genomic.fna	UIRR01000535.1	+	660993	661695	192	236	511	645	45	77.4	84.444	1.1	16	0	0	703
circo.51.214-Arctocephalus_gazella	circo.51-Carnivore-con_translated	51	circo.51.214	Arctocephalus_gazella	Mammalia	Laurasiatheria	Carnivora	Otariidae	Arctocephalus	Arctocephalus_gazella	low_coverage	ArcGazv1.4	GCA_900500725.1_ArcGazv1.4_genomic.fna	UIRR01000101.1	+	3130748	3131771	169	290	674	1021	122	187	78.689	7.61	57	2	0	1024
circo.51.215-Ursus_americanus	circo.51-Carnivore-con_translated	51	circo.51.215	Ursus_americanus	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ursus	Ursus_americanus	low_coverage	GCA_003344425.1_ASM334442v1	GCA_003344425.1_ASM334442v1_genomic.fna	LZNR01006748.1	+	85093	85479	169	236	184	387	68	75.9	54.412	9.2	19	0	0	387
circo.51.216-Ursus_americanus	circo.51-Carnivore-con_translated	51	circo.51.216	Ursus_americanus	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ursus	Ursus_americanus	low_coverage	GCA_003344425.1_ASM334442v1	GCA_003344425.1_ASM334442v1_genomic.fna	LZNR01008442.1	+	117796	118412	128	236	207	536	111	114	59.459	1.69	45	2	0	617
circo.51.217-Ursus_americanus	circo.51-Carnivore-con_translated	51	circo.51.217	Ursus_americanus	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ursus	Ursus_americanus	low_coverage	GCA_003344425.1_ASM334442v1	GCA_003344425.1_ASM334442v1_genomic.fna	LZNR01031976.1	-	9982	10089	2	37	1	108	36	69.7	86.111	1.56	16	0	0	108
circo.51.218-Ursus_americanus	circo.51-Carnivore-con_translated	51	circo.51.218	Ursus_americanus	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ursus	Ursus_americanus	low_coverage	GCA_003344425.1_ASM334442v1	GCA_003344425.1_ASM334442v1_genomic.fna	LZNR01000537.1	-	36270	37080	76	209	204	590	144	110	54.167	4.52	44	7	0	811
circo.51.219-Ursus_arctos_horribilis	circo.51-Carnivore-con_translated	51	circo.51.219	Ursus_arctos_horribilis	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ursus	Ursus_arctos_horribilis	low_coverage	ASM358476v1	GCF_003584765.1_ASM358476v1_genomic.fna	NW_020656122.1	+	9202300	9203110	76	209	204	590	144	108	55.556	1.17	43	8	0	811
circo.51.220-Ursus_arctos_horribilis	circo.51-Carnivore-con_translated	51	circo.51.220	Ursus_arctos_horribilis	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ursus	Ursus_arctos_horribilis	low_coverage	ASM358476v1	GCF_003584765.1_ASM358476v1_genomic.fna	NW_020656144.1	-	14958580	14959419	139	290	403	837	152	197	69.737	1.09	97	3	0	840
circo.51.221-Ursus_thibetanus_thibetanus	circo.51-Carnivore-con_translated	51	circo.51.221	Ursus_thibetanus_thibetanus	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ursus	Ursus_thibetanus_thibetanus	low_coverage	ASM966005v1	GCA_009660055.1_ASM966005v1_genomic.fna	WEIE01000064.1	+	11423043	11424077	52	191	152	559	140	148	67.857	5.12	54	4	0	1035
circo.51.222-Ursus_thibetanus_thibetanus	circo.51-Carnivore-con_translated	51	circo.51.222	Ursus_thibetanus_thibetanus	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ursus	Ursus_thibetanus_thibetanus	low_coverage	ASM966005v1	GCA_009660055.1_ASM966005v1_genomic.fna	WEIE01000001.1	-	2930	3552	128	271	207	617	146	115	51.37	3.58	45	4	0	623
circo.51.223-Ursus_thibetanus_thibetanus	circo.51-Carnivore-con_translated	51	circo.51.223	Ursus_thibetanus_thibetanus	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ursus	Ursus_thibetanus_thibetanus	low_coverage	ASM966005v1	GCA_009660055.1_ASM966005v1_genomic.fna	WEIE01000076.1	+	9102472	9102723	162	239	13	252	80	116	77.5	3.48	33	1	0	252
circo.51.224-Ursus_thibetanus_thibetanus	circo.51-Carnivore-con_translated	51	circo.51.224	Ursus_thibetanus_thibetanus	Mammalia	Laurasiatheria	Carnivora	Ursidae	Ursus	Ursus_thibetanus_thibetanus	low_coverage	ASM966005v1	GCA_009660055.1_ASM966005v1_genomic.fna	WEIE01005156.1	+	3105	3855	52	256	152	751	216	136	49.537	4.17	49	9	0	751
circo.51.225-Halichoerus_grypus	circo.51-Carnivore-con_translated	51	circo.51.225	Halichoerus_grypus	Mammalia	Laurasiatheria	Carnivora	Phocidae	Halichoerus	Halichoerus_grypus	low_coverage	Tufts_HGry_1.1	GCA_012393455.1_Tufts_HGry_1.1_genomic.fna	JAAXOB010003167.1	+	6242	6995	52	129	152	376	78	117	88.462	1.79	81	3	0	754
circo.51.226-Halichoerus_grypus	circo.51-Carnivore-con_translated	51	circo.51.226	Halichoerus_grypus	Mammalia	Laurasiatheria	Carnivora	Phocidae	Halichoerus	Halichoerus_grypus	low_coverage	Tufts_HGry_1.1	GCA_012393455.1_Tufts_HGry_1.1_genomic.fna	JAAXOB010004992.1	+	1628607	1629416	139	289	403	810	151	192	72.848	7.79	98	5	0	810
circo.51.227-Halichoerus_grypus	circo.51-Carnivore-con_translated	51	circo.51.227	Halichoerus_grypus	Mammalia	Laurasiatheria	Carnivora	Phocidae	Halichoerus	Halichoerus_grypus	low_coverage	Tufts_HGry_1.1	GCA_012393455.1_Tufts_HGry_1.1_genomic.fna	JAAXOB010005759.1	+	778103	778856	52	129	152	376	78	117	88.462	1.79	81	3	0	754
circo.51.228-Canis_lupus_dingo	circo.51-Carnivore-con_translated	51	circo.51.228	Canis_lupus_dingo	Mammalia	Laurasiatheria	Carnivora	Canidae	Canis	Canis_lupus_dingo	low_coverage	ASM325472v1	GCA_003254725.1_ASM325472v1_genomic.fna	QKWQ01000528.1	-	20362952	20363077	64	106	1	126	43	65.1	74.419	9.5	15	1	0	126
circo.51.229-Prionailurus_bengalensis_euptilurus	circo.51-Carnivore-con_translated	51	circo.51.229	Prionailurus_bengalensis_euptilurus	Mammalia	Laurasiatheria	Carnivora	Felidae	Prionailurus	Prionailurus_bengalensis_euptilurus	low_coverage	v01	GCA_005406085.1_Prionailurus_bengalensis_euptilurus_v01_genomic.fna	BIMV01017253.1	-	307	901	2	105	1	303	104	107	59.615	6	35	3	0	595
circo.51.230-Vulpes_lagopus	circo.51-Carnivore-con_translated	51	circo.51.230	Vulpes_lagopus	Mammalia	Laurasiatheria	Carnivora	Canidae	Vulpes	Vulpes_lagopus	low_coverage	VulLag_v1_BIUU	GCA_004023825.1_VulLag_v1_BIUU_genomic.fna	PISU010014813.1	-	31411	32124	97	209	246	575	113	100	60.177	1.55	48	3	0	714
circo.51.231-Vulpes_vulpes	circo.51-Carnivore-con_translated	51	circo.51.231	Vulpes_vulpes	Mammalia	Laurasiatheria	Carnivora	Canidae	Vulpes	Vulpes_vulpes	low_coverage	VulVul2.2	GCA_003160815.1_VulVul2.2_genomic.fna	NBDQ01000015.1	-	17300262	17300387	64	106	1	126	43	64.7	76.744	1.22	14	1	0	126
circo.51.232-Hyaena_hyaena	circo.51-Carnivore-con_translated	51	circo.51.232	Hyaena_hyaena	Mammalia	Laurasiatheria	Carnivora	Hyaenidae	Hyaena	Hyaena_hyaena	low_coverage	HyaHya_v1	GCA_004023945.1_HyaHya_v1_BIUU_genomic.fna	PITC01038419.1	+	3762	3890	55	99	1	129	45	59.3	71.111	1.18	12	1	0	129
circo.51.233-Pteronura_brasiliensis	circo.51-Carnivore-con_translated	51	circo.51.233	Pteronura_brasiliensis	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	Pteronura_brasiliensis	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01024088.1	+	9145	9907	164	271	455	763	108	149	73.148	3.57	62	1	0	763
circo.51.234-Pteronura_brasiliensis	circo.51-Carnivore-con_translated	51	circo.51.234	Pteronura_brasiliensis	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	Pteronura_brasiliensis	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01004001.1	+	68395	68841	55	207	1	447	162	167	66.667	7.36	52	5	0	447
circo.51.235-Pteronura_brasiliensis	circo.51-Carnivore-con_translated	51	circo.51.235	Pteronura_brasiliensis	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	Pteronura_brasiliensis	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01007020.1	-	1896	3230	2	204	1	606	206	181	56.796	1.79	53	6	0	1335
circo.51.236-Pteronura_brasiliensis	circo.51-Carnivore-con_translated	51	circo.51.236	Pteronura_brasiliensis	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	Pteronura_brasiliensis	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01047241.1	-	1627	1866	199	256	67	240	58	90.5	74.138	1.89	23	0	0	240
circo.51.237-Pteronura_brasiliensis	circo.51-Carnivore-con_translated	51	circo.51.237	Pteronura_brasiliensis	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	Pteronura_brasiliensis	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01002103.1	-	17427	18151	133	260	330	713	135	142	68.148	3.38	64	3	0	725
circo.51.238-Pteronura_brasiliensis	circo.51-Carnivore-con_translated	51	circo.51.238	Pteronura_brasiliensis	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	Pteronura_brasiliensis	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01023452.1	+	3354	4074	52	256	131	721	227	145	51.101	3.76	42	11	0	721
circo.51.239-Pteronura_brasiliensis	circo.51-Carnivore-con_translated	51	circo.51.239	Pteronura_brasiliensis	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	Pteronura_brasiliensis	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01010742.1	+	15414	16164	2	83	1	246	82	105	67.073	3.72	40	0	0	751
circo.51.240-Pteronura_brasiliensis	circo.51-Carnivore-con_translated	51	circo.51.240	Pteronura_brasiliensis	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	Pteronura_brasiliensis	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01005181.1	-	56253	57013	97	258	282	761	171	142	56.725	3.55	66	5	0	761
circo.51.241-Pteronura_brasiliensis	circo.51-Carnivore-con_translated	51	circo.51.241	Pteronura_brasiliensis	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	Pteronura_brasiliensis	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01008582.1	+	30468	31196	33	230	92	652	210	108	49.048	8.94	29	9	0	729
circo.51.242-Pteronura_brasiliensis	circo.51-Carnivore-con_translated	51	circo.51.242	Pteronura_brasiliensis	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	Pteronura_brasiliensis	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01005339.1	-	29649	30441	162	279	446	784	118	188	81.356	1.89	74	1	0	793
