taxon	sequenceID	name	genus	scaffold	host_species	host_genus	host_family	host_order
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Odobenus_rosmarus_151809	Odobenus_rosmarus_151809	Odobenus_rosmarus_151809	Circovirus	gi|469049735|ref|NW_004450546.1|	Odobenus_rosmarus	-	Odobenidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Odobenus_rosmarus_1841888	Odobenus_rosmarus_1841888	Odobenus_rosmarus_1841888	Circovirus	gi|469051398|ref|NW_004450292.1|	Odobenus_rosmarus	-	Odobenidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Odobenus_rosmarus_2	Odobenus_rosmarus_2	Odobenus_rosmarus_2	Circovirus	gi|469050094|ref|NW_004450479.1|	Odobenus_rosmarus	-	Odobenidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Odobenus_rosmarus_23422	Odobenus_rosmarus_23422	Odobenus_rosmarus_23422	Circovirus	gi|469046151|ref|NW_004451232.1|	Odobenus_rosmarus	-	Odobenidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Odobenus_rosmarus_23753	Odobenus_rosmarus_23753	Odobenus_rosmarus_23753	Circovirus	gi|469046314|ref|NW_004451196.1|	Odobenus_rosmarus	-	Odobenidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Odobenus_rosmarus_2508621	Odobenus_rosmarus_2508621	Odobenus_rosmarus_2508621	Circovirus	gi|469050224|ref|NW_004450452.1|	Odobenus_rosmarus	-	Odobenidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Odobenus_rosmarus_2511145	Odobenus_rosmarus_2511145	Odobenus_rosmarus_2511145	Circovirus	gi|469050224|ref|NW_004450452.1|	Odobenus_rosmarus	-	Odobenidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Odobenus_rosmarus_505717	Odobenus_rosmarus_505717	Odobenus_rosmarus_505717	Circovirus	gi|469046897|ref|NW_004451073.1|	Odobenus_rosmarus	-	Odobenidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Odobenus_rosmarus_508809	Odobenus_rosmarus_508809	Odobenus_rosmarus_508809	Circovirus	gi|469046897|ref|NW_004451073.1|	Odobenus_rosmarus	-	Odobenidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Odobenus_rosmarus_5992	Odobenus_rosmarus_5992	Odobenus_rosmarus_5992	Circovirus	gi|469050183|ref|NW_004450460.1|	Odobenus_rosmarus	-	Odobenidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Odobenus_rosmarus_66415	Odobenus_rosmarus_66415	Odobenus_rosmarus_66415	Circovirus	gi|469045397|ref|NW_004451424.1|	Odobenus_rosmarus	-	Odobenidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Odobenus_rosmarus_699563	Odobenus_rosmarus_699563	Odobenus_rosmarus_699563	Circovirus	gi|469046799|ref|NW_004451093.1|	Odobenus_rosmarus	-	Odobenidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Odobenus_rosmarus_79693	Odobenus_rosmarus_79693	Odobenus_rosmarus_79693	Circovirus	gi|469045220|ref|NW_004451470.1|	Odobenus_rosmarus	-	Odobenidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Panthera_leo_162369410	Panthera_leo_162369410	Panthera_leo_162369410	Circovirus	CM018462.1	Panthera_leo	-	Felidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Panthera_leo_68496088	Panthera_leo_68496088	Panthera_leo_68496088	Circovirus	CM018464.1	Panthera_leo	-	Felidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Panthera_onca_108535	Panthera_onca_108535	Panthera_onca_108535	Circovirus	PISV01006675.1	Panthera_onca	-	Felidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Panthera_onca_300	Panthera_onca_300	Panthera_onca_300	Circovirus	PISV01058348.1	Panthera_onca	-	Felidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Panthera_onca_318	Panthera_onca_318	Panthera_onca_318	Circovirus	PISV01057568.1	Panthera_onca	-	Felidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Panthera_onca_40830	Panthera_onca_40830	Panthera_onca_40830	Circovirus	PISV01006084.1	Panthera_onca	-	Felidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Panthera_pardus_33020100	Panthera_pardus_33020100	Panthera_pardus_33020100	Circovirus	NW_017619851.1	Panthera_pardus	-	Felidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Panthera_pardus_7444724	Panthera_pardus_7444724	Panthera_pardus_7444724	Circovirus	NW_017619945.1	Panthera_pardus	-	Felidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Panthera_tigris_altaica_560	Panthera_tigris_altaica_560	Panthera_tigris_altaica_560	Circovirus	gi|589289010|ref|NW_006711967.1|	Panthera_tigris_altaica	-	Felidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Panthera_tigris_altaica_8495870	Panthera_tigris_altaica_8495870	Panthera_tigris_altaica_8495870	Circovirus	gi|589289094|ref|NW_006711883.1|	Panthera_tigris_altaica	-	Felidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Paradoxurus_hermaphroditus_2151	Paradoxurus_hermaphroditus_2151	Paradoxurus_hermaphroditus_2151	Circovirus	PITB01030644.1	Paradoxurus_hermaphroditus	-	Viverridae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Prionailurus_bengalensis_euptilurus_16697	Prionailurus_bengalensis_euptilurus_16697	Prionailurus_bengalensis_euptilurus_16697	Circovirus	BIMV01001968.1	Prionailurus_bengalensis_euptilurus	-	Felidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Prionailurus_bengalensis_euptilurus_307	Prionailurus_bengalensis_euptilurus_307	Prionailurus_bengalensis_euptilurus_307	Circovirus	BIMV01017253.1	Prionailurus_bengalensis_euptilurus	-	Felidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Prionailurus_bengalensis_euptilurus_30930	Prionailurus_bengalensis_euptilurus_30930	Prionailurus_bengalensis_euptilurus_30930	Circovirus	BIMV01050618.1	Prionailurus_bengalensis_euptilurus	-	Felidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Pteronura_brasiliensis_11063	Pteronura_brasiliensis_11063	Pteronura_brasiliensis_11063	Circovirus	PJEN01027395.1	Pteronura_brasiliensis	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Pteronura_brasiliensis_11426	Pteronura_brasiliensis_11426	Pteronura_brasiliensis_11426	Circovirus	PJEN01016747.1	Pteronura_brasiliensis	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Pteronura_brasiliensis_114493	Pteronura_brasiliensis_114493	Pteronura_brasiliensis_114493	Circovirus	PJEN01005116.1	Pteronura_brasiliensis	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Pteronura_brasiliensis_12401	Pteronura_brasiliensis_12401	Pteronura_brasiliensis_12401	Circovirus	PJEN01010636.1	Pteronura_brasiliensis	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Pteronura_brasiliensis_1346	Pteronura_brasiliensis_1346	Pteronura_brasiliensis_1346	Circovirus	PJEN01047067.1	Pteronura_brasiliensis	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Pteronura_brasiliensis_13681	Pteronura_brasiliensis_13681	Pteronura_brasiliensis_13681	Circovirus	PJEN01017041.1	Pteronura_brasiliensis	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Pteronura_brasiliensis_14566	Pteronura_brasiliensis_14566	Pteronura_brasiliensis_14566	Circovirus	PJEN01021618.1	Pteronura_brasiliensis	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Pteronura_brasiliensis_14908	Pteronura_brasiliensis_14908	Pteronura_brasiliensis_14908	Circovirus	PJEN01024372.1	Pteronura_brasiliensis	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Pteronura_brasiliensis_15133	Pteronura_brasiliensis_15133	Pteronura_brasiliensis_15133	Circovirus	PJEN01019633.1	Pteronura_brasiliensis	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Pteronura_brasiliensis_15144	Pteronura_brasiliensis_15144	Pteronura_brasiliensis_15144	Circovirus	PJEN01017421.1	Pteronura_brasiliensis	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Pteronura_brasiliensis_15414	Pteronura_brasiliensis_15414	Pteronura_brasiliensis_15414	Circovirus	PJEN01010742.1	Pteronura_brasiliensis	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Pteronura_brasiliensis_16217	Pteronura_brasiliensis_16217	Pteronura_brasiliensis_16217	Circovirus	PJEN01024695.1	Pteronura_brasiliensis	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Pteronura_brasiliensis_1627	Pteronura_brasiliensis_1627	Pteronura_brasiliensis_1627	Circovirus	PJEN01047241.1	Pteronura_brasiliensis	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Pteronura_brasiliensis_169	Pteronura_brasiliensis_169	Pteronura_brasiliensis_169	Circovirus	PJEN01038667.1	Pteronura_brasiliensis	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Pteronura_brasiliensis_171896	Pteronura_brasiliensis_171896	Pteronura_brasiliensis_171896	Circovirus	PJEN01002985.1	Pteronura_brasiliensis	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Pteronura_brasiliensis_17420	Pteronura_brasiliensis_17420	Pteronura_brasiliensis_17420	Circovirus	PJEN01020876.1	Pteronura_brasiliensis	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Pteronura_brasiliensis_17427	Pteronura_brasiliensis_17427	Pteronura_brasiliensis_17427	Circovirus	PJEN01002103.1	Pteronura_brasiliensis	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Pteronura_brasiliensis_18357	Pteronura_brasiliensis_18357	Pteronura_brasiliensis_18357	Circovirus	PJEN01015355.1	Pteronura_brasiliensis	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Pteronura_brasiliensis_1896	Pteronura_brasiliensis_1896	Pteronura_brasiliensis_1896	Circovirus	PJEN01007020.1	Pteronura_brasiliensis	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Pteronura_brasiliensis_18964	Pteronura_brasiliensis_18964	Pteronura_brasiliensis_18964	Circovirus	PJEN01005034.1	Pteronura_brasiliensis	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Pteronura_brasiliensis_19129	Pteronura_brasiliensis_19129	Pteronura_brasiliensis_19129	Circovirus	PJEN01006404.1	Pteronura_brasiliensis	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Pteronura_brasiliensis_1973	Pteronura_brasiliensis_1973	Pteronura_brasiliensis_1973	Circovirus	PJEN01004211.1	Pteronura_brasiliensis	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Pteronura_brasiliensis_19785	Pteronura_brasiliensis_19785	Pteronura_brasiliensis_19785	Circovirus	PJEN01008485.1	Pteronura_brasiliensis	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Pteronura_brasiliensis_204580	Pteronura_brasiliensis_204580	Pteronura_brasiliensis_204580	Circovirus	PJEN01001802.1	Pteronura_brasiliensis	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Pteronura_brasiliensis_22668	Pteronura_brasiliensis_22668	Pteronura_brasiliensis_22668	Circovirus	PJEN01019891.1	Pteronura_brasiliensis	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Pteronura_brasiliensis_2406	Pteronura_brasiliensis_2406	Pteronura_brasiliensis_2406	Circovirus	PJEN01022913.1	Pteronura_brasiliensis	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Pteronura_brasiliensis_2495	Pteronura_brasiliensis_2495	Pteronura_brasiliensis_2495	Circovirus	PJEN01034484.1	Pteronura_brasiliensis	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Pteronura_brasiliensis_2639	Pteronura_brasiliensis_2639	Pteronura_brasiliensis_2639	Circovirus	PJEN01032341.1	Pteronura_brasiliensis	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Pteronura_brasiliensis_2882	Pteronura_brasiliensis_2882	Pteronura_brasiliensis_2882	Circovirus	PJEN01023083.1	Pteronura_brasiliensis	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Pteronura_brasiliensis_29649	Pteronura_brasiliensis_29649	Pteronura_brasiliensis_29649	Circovirus	PJEN01005339.1	Pteronura_brasiliensis	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Pteronura_brasiliensis_30077	Pteronura_brasiliensis_30077	Pteronura_brasiliensis_30077	Circovirus	PJEN01010948.1	Pteronura_brasiliensis	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Pteronura_brasiliensis_30468	Pteronura_brasiliensis_30468	Pteronura_brasiliensis_30468	Circovirus	PJEN01008582.1	Pteronura_brasiliensis	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Pteronura_brasiliensis_30714	Pteronura_brasiliensis_30714	Pteronura_brasiliensis_30714	Circovirus	PJEN01003052.1	Pteronura_brasiliensis	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Pteronura_brasiliensis_32081	Pteronura_brasiliensis_32081	Pteronura_brasiliensis_32081	Circovirus	PJEN01013147.1	Pteronura_brasiliensis	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Pteronura_brasiliensis_3354	Pteronura_brasiliensis_3354	Pteronura_brasiliensis_3354	Circovirus	PJEN01023452.1	Pteronura_brasiliensis	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Pteronura_brasiliensis_3359	Pteronura_brasiliensis_3359	Pteronura_brasiliensis_3359	Circovirus	PJEN01026165.1	Pteronura_brasiliensis	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Pteronura_brasiliensis_3432	Pteronura_brasiliensis_3432	Pteronura_brasiliensis_3432	Circovirus	PJEN01021164.1	Pteronura_brasiliensis	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Pteronura_brasiliensis_39507	Pteronura_brasiliensis_39507	Pteronura_brasiliensis_39507	Circovirus	PJEN01013444.1	Pteronura_brasiliensis	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Pteronura_brasiliensis_48141	Pteronura_brasiliensis_48141	Pteronura_brasiliensis_48141	Circovirus	PJEN01007833.1	Pteronura_brasiliensis	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Pteronura_brasiliensis_51069	Pteronura_brasiliensis_51069	Pteronura_brasiliensis_51069	Circovirus	PJEN01010742.1	Pteronura_brasiliensis	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Pteronura_brasiliensis_5110	Pteronura_brasiliensis_5110	Pteronura_brasiliensis_5110	Circovirus	PJEN01020472.1	Pteronura_brasiliensis	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Pteronura_brasiliensis_51530	Pteronura_brasiliensis_51530	Pteronura_brasiliensis_51530	Circovirus	PJEN01012619.1	Pteronura_brasiliensis	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Pteronura_brasiliensis_55633	Pteronura_brasiliensis_55633	Pteronura_brasiliensis_55633	Circovirus	PJEN01004170.1	Pteronura_brasiliensis	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Pteronura_brasiliensis_56253	Pteronura_brasiliensis_56253	Pteronura_brasiliensis_56253	Circovirus	PJEN01005181.1	Pteronura_brasiliensis	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Pteronura_brasiliensis_60139	Pteronura_brasiliensis_60139	Pteronura_brasiliensis_60139	Circovirus	PJEN01011226.1	Pteronura_brasiliensis	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Pteronura_brasiliensis_6286	Pteronura_brasiliensis_6286	Pteronura_brasiliensis_6286	Circovirus	PJEN01023238.1	Pteronura_brasiliensis	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Pteronura_brasiliensis_6306	Pteronura_brasiliensis_6306	Pteronura_brasiliensis_6306	Circovirus	PJEN01030507.1	Pteronura_brasiliensis	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Pteronura_brasiliensis_66919	Pteronura_brasiliensis_66919	Pteronura_brasiliensis_66919	Circovirus	PJEN01008485.1	Pteronura_brasiliensis	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Pteronura_brasiliensis_67767	Pteronura_brasiliensis_67767	Pteronura_brasiliensis_67767	Circovirus	PJEN01009793.1	Pteronura_brasiliensis	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Pteronura_brasiliensis_68395	Pteronura_brasiliensis_68395	Pteronura_brasiliensis_68395	Circovirus	PJEN01004001.1	Pteronura_brasiliensis	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Pteronura_brasiliensis_7318	Pteronura_brasiliensis_7318	Pteronura_brasiliensis_7318	Circovirus	PJEN01009605.1	Pteronura_brasiliensis	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Pteronura_brasiliensis_81	Pteronura_brasiliensis_81	Pteronura_brasiliensis_81	Circovirus	PJEN01071876.1	Pteronura_brasiliensis	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Pteronura_brasiliensis_86762	Pteronura_brasiliensis_86762	Pteronura_brasiliensis_86762	Circovirus	PJEN01008412.1	Pteronura_brasiliensis	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Pteronura_brasiliensis_8978	Pteronura_brasiliensis_8978	Pteronura_brasiliensis_8978	Circovirus	PJEN01020376.1	Pteronura_brasiliensis	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Pteronura_brasiliensis_90297	Pteronura_brasiliensis_90297	Pteronura_brasiliensis_90297	Circovirus	PJEN01000418.1	Pteronura_brasiliensis	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Pteronura_brasiliensis_9145	Pteronura_brasiliensis_9145	Pteronura_brasiliensis_9145	Circovirus	PJEN01024088.1	Pteronura_brasiliensis	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Pteronura_brasiliensis_93439	Pteronura_brasiliensis_93439	Pteronura_brasiliensis_93439	Circovirus	PJEN01002862.1	Pteronura_brasiliensis	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Puma_concolor_100069493	Puma_concolor_100069493	Puma_concolor_100069493	Circovirus	NW_020339852.1	Puma_concolor	-	Felidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Puma_concolor_137617109	Puma_concolor_137617109	Puma_concolor_137617109	Circovirus	NW_020339223.1	Puma_concolor	-	Felidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Puma_concolor_152876421	Puma_concolor_152876421	Puma_concolor_152876421	Circovirus	NW_020339444.1	Puma_concolor	-	Felidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Taxidea_taxus_109057	Taxidea_taxus_109057	Taxidea_taxus_109057	Circovirus	ML101853.1	Taxidea_taxus	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Taxidea_taxus_10970	Taxidea_taxus_10970	Taxidea_taxus_10970	Circovirus	RCUC01123371.1	Taxidea_taxus	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Taxidea_taxus_11642	Taxidea_taxus_11642	Taxidea_taxus_11642	Circovirus	RCUC01159016.1	Taxidea_taxus	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Taxidea_taxus_1343	Taxidea_taxus_1343	Taxidea_taxus_1343	Circovirus	RCUC01010204.1	Taxidea_taxus	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Taxidea_taxus_1462	Taxidea_taxus_1462	Taxidea_taxus_1462	Circovirus	RCUC01095818.1	Taxidea_taxus	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Taxidea_taxus_15209	Taxidea_taxus_15209	Taxidea_taxus_15209	Circovirus	RCUC01135306.1	Taxidea_taxus	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Taxidea_taxus_1522	Taxidea_taxus_1522	Taxidea_taxus_1522	Circovirus	RCUC01102119.1	Taxidea_taxus	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Taxidea_taxus_15235	Taxidea_taxus_15235	Taxidea_taxus_15235	Circovirus	ML103035.1	Taxidea_taxus	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Taxidea_taxus_153069	Taxidea_taxus_153069	Taxidea_taxus_153069	Circovirus	ML108209.1	Taxidea_taxus	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Taxidea_taxus_15385	Taxidea_taxus_15385	Taxidea_taxus_15385	Circovirus	ML108899.1	Taxidea_taxus	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Taxidea_taxus_15501	Taxidea_taxus_15501	Taxidea_taxus_15501	Circovirus	RCUC01146756.1	Taxidea_taxus	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Taxidea_taxus_16407	Taxidea_taxus_16407	Taxidea_taxus_16407	Circovirus	ML102857.1	Taxidea_taxus	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Taxidea_taxus_17077	Taxidea_taxus_17077	Taxidea_taxus_17077	Circovirus	RCUC01163041.1	Taxidea_taxus	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Taxidea_taxus_1740	Taxidea_taxus_1740	Taxidea_taxus_1740	Circovirus	RCUC01077716.1	Taxidea_taxus	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Taxidea_taxus_18660	Taxidea_taxus_18660	Taxidea_taxus_18660	Circovirus	ML111425.1	Taxidea_taxus	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Taxidea_taxus_1921	Taxidea_taxus_1921	Taxidea_taxus_1921	Circovirus	ML110843.1	Taxidea_taxus	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Taxidea_taxus_19635	Taxidea_taxus_19635	Taxidea_taxus_19635	Circovirus	ML109229.1	Taxidea_taxus	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Taxidea_taxus_2	Taxidea_taxus_2	Taxidea_taxus_2	Circovirus	RCUC01084459.1	Taxidea_taxus	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Taxidea_taxus_20461	Taxidea_taxus_20461	Taxidea_taxus_20461	Circovirus	RCUC01151112.1	Taxidea_taxus	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Taxidea_taxus_22135	Taxidea_taxus_22135	Taxidea_taxus_22135	Circovirus	ML111735.1	Taxidea_taxus	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Taxidea_taxus_23822	Taxidea_taxus_23822	Taxidea_taxus_23822	Circovirus	RCUC01143141.1	Taxidea_taxus	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Taxidea_taxus_255494	Taxidea_taxus_255494	Taxidea_taxus_255494	Circovirus	ML106113.1	Taxidea_taxus	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Taxidea_taxus_26	Taxidea_taxus_26	Taxidea_taxus_26	Circovirus	ML110124.1	Taxidea_taxus	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Taxidea_taxus_27	Taxidea_taxus_27	Taxidea_taxus_27	Circovirus	RCUC01170321.1	Taxidea_taxus	-	Mustelidae	Carnivora
